Mobility_key,Date,Subregion,Province,Retail_and_recreation,Grocery_and_phramacy,Parks,Transit_stations,Workplaces,Residential
0,2020-02-15,Ottawa Division,Ontario,13.0,6.0,68.0,3.0,1.0,-2.0
1,2020-02-16,Ottawa Division,Ontario,30.0,26.0,128.0,3.0,4.0,-4.0
2,2020-02-17,Ottawa Division,Ontario,-30.0,-53.0,52.0,-40.0,-62.0,14.0
3,2020-02-18,Ottawa Division,Ontario,-5.0,9.0,-8.0,-6.0,-2.0,1.0
4,2020-02-19,Ottawa Division,Ontario,0.0,6.0,-8.0,-8.0,1.0,0.0
5,2020-02-20,Ottawa Division,Ontario,6.0,4.0,0.0,-8.0,1.0,0.0
6,2020-02-21,Ottawa Division,Ontario,-1.0,0.0,9.0,-9.0,-8.0,2.0
7,2020-02-22,Ottawa Division,Ontario,17.0,11.0,54.0,5.0,4.0,-2.0
8,2020-02-23,Ottawa Division,Ontario,18.0,17.0,38.0,4.0,6.0,-2.0
9,2020-02-24,Ottawa Division,Ontario,4.0,5.0,13.0,-6.0,2.0,0.0
10,2020-02-25,Ottawa Division,Ontario,1.0,10.0,2.0,-6.0,3.0,-1.0
11,2020-02-26,Ottawa Division,Ontario,-5.0,6.0,-14.0,-2.0,1.0,1.0
12,2020-02-27,Ottawa Division,Ontario,-25.0,-25.0,-29.0,-22.0,-31.0,13.0
13,2020-02-28,Ottawa Division,Ontario,-2.0,3.0,-12.0,2.0,-3.0,2.0
14,2020-02-29,Ottawa Division,Ontario,13.0,13.0,-8.0,4.0,7.0,-2.0
15,2020-03-01,Ottawa Division,Ontario,17.0,22.0,17.0,3.0,9.0,-2.0
16,2020-03-02,Ottawa Division,Ontario,2.0,6.0,-7.0,-5.0,4.0,0.0
17,2020-03-03,Ottawa Division,Ontario,0.0,5.0,-10.0,-2.0,4.0,0.0
18,2020-03-04,Ottawa Division,Ontario,3.0,9.0,-9.0,-2.0,5.0,0.0
19,2020-03-05,Ottawa Division,Ontario,9.0,8.0,-5.0,-4.0,-1.0,0.0
20,2020-03-06,Ottawa Division,Ontario,-3.0,-2.0,-10.0,-1.0,5.0,1.0
21,2020-03-07,Ottawa Division,Ontario,18.0,12.0,16.0,5.0,6.0,-3.0
22,2020-03-08,Ottawa Division,Ontario,16.0,20.0,30.0,0.0,6.0,-2.0
23,2020-03-09,Ottawa Division,Ontario,4.0,8.0,11.0,-8.0,3.0,0.0
24,2020-03-10,Ottawa Division,Ontario,-2.0,4.0,-9.0,-8.0,3.0,1.0
25,2020-03-11,Ottawa Division,Ontario,2.0,12.0,-7.0,-5.0,3.0,0.0
26,2020-03-12,Ottawa Division,Ontario,8.0,35.0,-3.0,-8.0,0.0,1.0
27,2020-03-13,Ottawa Division,Ontario,-8.0,41.0,-22.0,-18.0,-6.0,5.0
28,2020-03-14,Ottawa Division,Ontario,-9.0,24.0,3.0,-17.0,-2.0,3.0
29,2020-03-15,Ottawa Division,Ontario,-13.0,14.0,10.0,-25.0,-6.0,3.0
30,2020-03-16,Ottawa Division,Ontario,-25.0,17.0,-23.0,-52.0,-48.0,17.0
31,2020-03-17,Ottawa Division,Ontario,-43.0,-5.0,-35.0,-59.0,-59.0,22.0
32,2020-03-18,Ottawa Division,Ontario,-46.0,-9.0,-23.0,-61.0,-61.0,23.0
33,2020-03-19,Ottawa Division,Ontario,-47.0,-11.0,-20.0,-64.0,-64.0,24.0
34,2020-03-20,Ottawa Division,Ontario,-54.0,-19.0,-35.0,-64.0,-64.0,26.0
35,2020-03-21,Ottawa Division,Ontario,-55.0,-24.0,-9.0,-54.0,-39.0,13.0
36,2020-03-22,Ottawa Division,Ontario,-53.0,-24.0,21.0,-58.0,-39.0,10.0
37,2020-03-23,Ottawa Division,Ontario,-55.0,-27.0,-53.0,-74.0,-68.0,26.0
38,2020-03-24,Ottawa Division,Ontario,-56.0,-23.0,-30.0,-73.0,-70.0,27.0
39,2020-03-25,Ottawa Division,Ontario,-62.0,-33.0,-39.0,-74.0,-72.0,29.0
40,2020-03-26,Ottawa Division,Ontario,-61.0,-33.0,-47.0,-76.0,-73.0,30.0
41,2020-03-27,Ottawa Division,Ontario,-61.0,-28.0,-3.0,-71.0,-71.0,29.0
42,2020-03-28,Ottawa Division,Ontario,-62.0,-34.0,-13.0,-66.0,-49.0,14.0
43,2020-03-29,Ottawa Division,Ontario,-66.0,-44.0,-61.0,-76.0,-48.0,14.0
44,2020-03-30,Ottawa Division,Ontario,-61.0,-34.0,-50.0,-77.0,-74.0,28.0
45,2020-03-31,Ottawa Division,Ontario,-56.0,-25.0,-18.0,-72.0,-74.0,27.0
46,2020-04-01,Ottawa Division,Ontario,-58.0,-31.0,-28.0,-72.0,-73.0,28.0
47,2020-04-02,Ottawa Division,Ontario,-58.0,-30.0,-25.0,-74.0,-74.0,29.0
48,2020-04-03,Ottawa Division,Ontario,-63.0,-33.0,-44.0,-75.0,-73.0,31.0
49,2020-04-04,Ottawa Division,Ontario,-60.0,-34.0,12.0,-59.0,-48.0,14.0
50,2020-04-05,Ottawa Division,Ontario,-63.0,-38.0,-21.0,-70.0,-48.0,13.0
51,2020-04-06,Ottawa Division,Ontario,-59.0,-31.0,-11.0,-74.0,-74.0,27.0
52,2020-04-07,Ottawa Division,Ontario,-60.0,-28.0,-28.0,-75.0,-74.0,28.0
53,2020-04-08,Ottawa Division,Ontario,-59.0,-24.0,-45.0,-75.0,-74.0,29.0
54,2020-04-09,Ottawa Division,Ontario,-53.0,-6.0,-53.0,-77.0,-75.0,29.0
55,2020-04-10,Ottawa Division,Ontario,-86.0,-80.0,-54.0,-85.0,-89.0,38.0
56,2020-04-11,Ottawa Division,Ontario,-56.0,-14.0,-18.0,-63.0,-48.0,14.0
57,2020-04-12,Ottawa Division,Ontario,-83.0,-79.0,-15.0,-72.0,-58.0,14.0
58,2020-04-13,Ottawa Division,Ontario,-64.0,-36.0,-64.0,-83.0,-80.0,31.0
59,2020-04-14,Ottawa Division,Ontario,-59.0,-23.0,-40.0,-77.0,-74.0,29.0
60,2020-04-15,Ottawa Division,Ontario,-59.0,-27.0,-48.0,-76.0,-74.0,29.0
61,2020-04-16,Ottawa Division,Ontario,-59.0,-27.0,-39.0,-76.0,-74.0,30.0
62,2020-04-17,Ottawa Division,Ontario,-62.0,-30.0,-33.0,-74.0,-72.0,31.0
63,2020-04-18,Ottawa Division,Ontario,-61.0,-32.0,7.0,-59.0,-43.0,14.0
64,2020-04-19,Ottawa Division,Ontario,-65.0,-42.0,-50.0,-74.0,-46.0,14.0
65,2020-04-20,Ottawa Division,Ontario,-58.0,-29.0,-16.0,-74.0,-73.0,27.0
66,2020-04-21,Ottawa Division,Ontario,-62.0,-36.0,-59.0,-78.0,-74.0,30.0
67,2020-04-22,Ottawa Division,Ontario,-60.0,-31.0,-53.0,-77.0,-73.0,30.0
68,2020-04-23,Ottawa Division,Ontario,-56.0,-23.0,-22.0,-73.0,-73.0,29.0
69,2020-04-24,Ottawa Division,Ontario,-63.0,-29.0,-29.0,-73.0,-71.0,30.0
70,2020-04-25,Ottawa Division,Ontario,-59.0,-28.0,31.0,-56.0,-41.0,13.0
71,2020-04-26,Ottawa Division,Ontario,-59.0,-31.0,-10.0,-66.0,-41.0,12.0
72,2020-04-27,Ottawa Division,Ontario,-57.0,-26.0,-16.0,-73.0,-72.0,27.0
73,2020-04-28,Ottawa Division,Ontario,-55.0,-23.0,-1.0,-70.0,-72.0,27.0
74,2020-04-29,Ottawa Division,Ontario,-56.0,-27.0,-31.0,-73.0,-71.0,28.0
75,2020-04-30,Ottawa Division,Ontario,-57.0,-28.0,-59.0,-77.0,-72.0,30.0
76,2020-05-01,Ottawa Division,Ontario,-57.0,-22.0,-14.0,-70.0,-70.0,29.0
77,2020-05-02,Ottawa Division,Ontario,-55.0,-26.0,30.0,-56.0,-37.0,12.0
78,2020-05-03,Ottawa Division,Ontario,-51.0,-24.0,53.0,-59.0,-35.0,10.0
79,2020-05-04,Ottawa Division,Ontario,-54.0,-25.0,-27.0,-74.0,-71.0,27.0
80,2020-05-05,Ottawa Division,Ontario,-53.0,-22.0,-12.0,-71.0,-71.0,27.0
81,2020-05-06,Ottawa Division,Ontario,-53.0,-21.0,-5.0,-70.0,-70.0,27.0
82,2020-05-07,Ottawa Division,Ontario,-53.0,-20.0,-10.0,-72.0,-70.0,28.0
83,2020-05-08,Ottawa Division,Ontario,-58.0,-22.0,-27.0,-72.0,-68.0,29.0
84,2020-05-09,Ottawa Division,Ontario,-53.0,-17.0,-34.0,-67.0,-36.0,14.0
85,2020-05-10,Ottawa Division,Ontario,-43.0,-12.0,46.0,-61.0,-27.0,9.0
86,2020-05-11,Ottawa Division,Ontario,-53.0,-25.0,-2.0,-73.0,-69.0,26.0
87,2020-05-12,Ottawa Division,Ontario,-52.0,-22.0,-13.0,-73.0,-69.0,27.0
88,2020-05-13,Ottawa Division,Ontario,-49.0,-19.0,15.0,-69.0,-68.0,26.0
89,2020-05-14,Ottawa Division,Ontario,-48.0,-17.0,12.0,-69.0,-69.0,26.0
90,2020-05-15,Ottawa Division,Ontario,-55.0,-23.0,-29.0,-72.0,-68.0,29.0
91,2020-05-16,Ottawa Division,Ontario,-48.0,-18.0,68.0,-52.0,-30.0,10.0
92,2020-05-17,Ottawa Division,Ontario,-37.0,-7.0,121.0,-55.0,-24.0,8.0
93,2020-05-18,Ottawa Division,Ontario,-67.0,-62.0,93.0,-76.0,-85.0,27.0
94,2020-05-19,Ottawa Division,Ontario,-40.0,-4.0,17.0,-69.0,-67.0,24.0
95,2020-05-20,Ottawa Division,Ontario,-39.0,-7.0,43.0,-66.0,-66.0,24.0
96,2020-05-21,Ottawa Division,Ontario,-39.0,-9.0,50.0,-67.0,-67.0,24.0
97,2020-05-22,Ottawa Division,Ontario,-45.0,-14.0,55.0,-66.0,-63.0,24.0
98,2020-05-23,Ottawa Division,Ontario,-40.0,-13.0,117.0,-48.0,-21.0,8.0
99,2020-05-24,Ottawa Division,Ontario,-35.0,-14.0,145.0,-52.0,-19.0,6.0
100,2020-05-25,Ottawa Division,Ontario,-41.0,-16.0,20.0,-69.0,-67.0,23.0
101,2020-05-26,Ottawa Division,Ontario,-42.0,-17.0,16.0,-69.0,-66.0,24.0
102,2020-05-27,Ottawa Division,Ontario,-40.0,-13.0,23.0,-67.0,-65.0,24.0
103,2020-05-28,Ottawa Division,Ontario,-39.0,-11.0,9.0,-68.0,-65.0,24.0
104,2020-05-29,Ottawa Division,Ontario,-44.0,-15.0,14.0,-65.0,-62.0,25.0
105,2020-05-30,Ottawa Division,Ontario,-41.0,-16.0,38.0,-52.0,-16.0,10.0
106,2020-05-31,Ottawa Division,Ontario,-34.0,-9.0,86.0,-55.0,-12.0,6.0
107,2020-06-01,Ottawa Division,Ontario,-37.0,-13.0,32.0,-67.0,-64.0,22.0
108,2020-06-02,Ottawa Division,Ontario,-41.0,-17.0,-5.0,-70.0,-64.0,24.0
109,2020-06-03,Ottawa Division,Ontario,-40.0,-12.0,17.0,-67.0,-63.0,23.0
110,2020-06-04,Ottawa Division,Ontario,-35.0,-9.0,73.0,-64.0,-62.0,22.0
111,2020-06-05,Ottawa Division,Ontario,-42.0,-14.0,99.0,-62.0,-60.0,22.0
112,2020-06-06,Ottawa Division,Ontario,-38.0,-13.0,85.0,-52.0,-13.0,8.0
113,2020-06-07,Ottawa Division,Ontario,-30.0,-9.0,184.0,-52.0,-7.0,4.0
114,2020-06-08,Ottawa Division,Ontario,-34.0,-11.0,64.0,-65.0,-62.0,21.0
115,2020-06-09,Ottawa Division,Ontario,-37.0,-13.0,38.0,-67.0,-62.0,22.0
116,2020-06-10,Ottawa Division,Ontario,-36.0,-11.0,20.0,-66.0,-62.0,23.0
117,2020-06-11,Ottawa Division,Ontario,-33.0,-8.0,57.0,-65.0,-61.0,22.0
118,2020-06-12,Ottawa Division,Ontario,-37.0,-11.0,48.0,-62.0,-58.0,21.0
119,2020-06-13,Ottawa Division,Ontario,-32.0,-13.0,99.0,-47.0,-6.0,6.0
120,2020-06-14,Ottawa Division,Ontario,-24.0,-9.0,195.0,-48.0,-1.0,3.0
121,2020-06-15,Ottawa Division,Ontario,-26.0,-6.0,84.0,-63.0,-61.0,19.0
122,2020-06-16,Ottawa Division,Ontario,-28.0,-7.0,83.0,-63.0,-60.0,20.0
123,2020-06-17,Ottawa Division,Ontario,-29.0,-6.0,76.0,-61.0,-60.0,20.0
124,2020-06-18,Ottawa Division,Ontario,-27.0,-5.0,81.0,-62.0,-60.0,20.0
125,2020-06-19,Ottawa Division,Ontario,-34.0,-8.0,81.0,-59.0,-57.0,19.0
126,2020-06-20,Ottawa Division,Ontario,-30.0,-8.0,130.0,-44.0,-2.0,3.0
127,2020-06-21,Ottawa Division,Ontario,-23.0,-8.0,150.0,-52.0,5.0,0.0
128,2020-06-22,Ottawa Division,Ontario,-30.0,-14.0,30.0,-65.0,-62.0,20.0
129,2020-06-23,Ottawa Division,Ontario,-30.0,-10.0,34.0,-64.0,-61.0,21.0
130,2020-06-24,Ottawa Division,Ontario,-23.0,-2.0,50.0,-60.0,-59.0,20.0
131,2020-06-25,Ottawa Division,Ontario,-25.0,-6.0,72.0,-61.0,-59.0,20.0
132,2020-06-26,Ottawa Division,Ontario,-33.0,-10.0,85.0,-58.0,-56.0,18.0
133,2020-06-27,Ottawa Division,Ontario,-31.0,-14.0,67.0,-47.0,-8.0,6.0
134,2020-06-28,Ottawa Division,Ontario,-24.0,-9.0,131.0,-48.0,4.0,2.0
135,2020-06-29,Ottawa Division,Ontario,-21.0,1.0,62.0,-61.0,-59.0,18.0
136,2020-06-30,Ottawa Division,Ontario,-11.0,28.0,71.0,-59.0,-58.0,16.0
137,2020-07-01,Ottawa Division,Ontario,-60.0,-57.0,194.0,-68.0,-79.0,19.0
138,2020-07-02,Ottawa Division,Ontario,-26.0,-1.0,22.0,-62.0,-62.0,19.0
139,2020-07-03,Ottawa Division,Ontario,-31.0,-4.0,84.0,-57.0,-58.0,17.0
140,2020-07-04,Ottawa Division,Ontario,-29.0,-10.0,157.0,-39.0,-3.0,3.0
141,2020-07-05,Ottawa Division,Ontario,-22.0,-5.0,177.0,-42.0,1.0,0.0
142,2020-07-06,Ottawa Division,Ontario,-22.0,-1.0,87.0,-59.0,-60.0,17.0
143,2020-07-07,Ottawa Division,Ontario,-26.0,-6.0,62.0,-60.0,-60.0,19.0
144,2020-07-08,Ottawa Division,Ontario,-25.0,-3.0,56.0,-59.0,-58.0,19.0
145,2020-07-09,Ottawa Division,Ontario,-25.0,-2.0,48.0,-60.0,-58.0,19.0
146,2020-07-10,Ottawa Division,Ontario,-32.0,-8.0,57.0,-59.0,-56.0,18.0
147,2020-07-11,Ottawa Division,Ontario,-29.0,-9.0,36.0,-44.0,-7.0,6.0
148,2020-07-12,Ottawa Division,Ontario,-21.0,-3.0,150.0,-44.0,1.0,2.0
149,2020-07-13,Ottawa Division,Ontario,-23.0,-4.0,75.0,-58.0,-59.0,17.0
150,2020-07-14,Ottawa Division,Ontario,-24.0,-5.0,78.0,-59.0,-59.0,18.0
151,2020-07-15,Ottawa Division,Ontario,-23.0,-4.0,78.0,-58.0,-57.0,17.0
152,2020-07-16,Ottawa Division,Ontario,-23.0,-1.0,43.0,-60.0,-58.0,19.0
153,2020-07-17,Ottawa Division,Ontario,-28.0,-5.0,92.0,-55.0,-55.0,16.0
154,2020-07-18,Ottawa Division,Ontario,-26.0,-8.0,164.0,-38.0,0.0,2.0
155,2020-07-19,Ottawa Division,Ontario,-22.0,-7.0,104.0,-46.0,-1.0,1.0
156,2020-07-20,Ottawa Division,Ontario,-20.0,-1.0,81.0,-59.0,-58.0,17.0
157,2020-07-21,Ottawa Division,Ontario,-22.0,-4.0,92.0,-59.0,-57.0,17.0
158,2020-07-22,Ottawa Division,Ontario,-25.0,-5.0,20.0,-61.0,-57.0,19.0
159,2020-07-23,Ottawa Division,Ontario,-20.0,-1.0,80.0,-58.0,-57.0,18.0
160,2020-07-24,Ottawa Division,Ontario,-28.0,-5.0,103.0,-56.0,-54.0,16.0
161,2020-07-25,Ottawa Division,Ontario,-25.0,-9.0,176.0,-39.0,-1.0,2.0
162,2020-07-26,Ottawa Division,Ontario,-19.0,-5.0,153.0,-44.0,1.0,0.0
163,2020-07-27,Ottawa Division,Ontario,-22.0,-3.0,39.0,-62.0,-60.0,18.0
164,2020-07-28,Ottawa Division,Ontario,-22.0,-2.0,88.0,-60.0,-58.0,17.0
165,2020-07-29,Ottawa Division,Ontario,-23.0,-4.0,30.0,-59.0,-58.0,18.0
166,2020-07-30,Ottawa Division,Ontario,-19.0,2.0,54.0,-57.0,-58.0,17.0
167,2020-07-31,Ottawa Division,Ontario,-25.0,0.0,107.0,-51.0,-56.0,14.0
168,2020-08-01,Ottawa Division,Ontario,-26.0,-9.0,181.0,-32.0,-2.0,0.0
169,2020-08-02,Ottawa Division,Ontario,-25.0,-11.0,2.0,-46.0,-7.0,3.0
170,2020-08-03,Ottawa Division,Ontario,-35.0,-24.0,137.0,-67.0,-77.0,17.0
171,2020-08-04,Ottawa Division,Ontario,-27.0,-8.0,-21.0,-62.0,-61.0,19.0
172,2020-08-05,Ottawa Division,Ontario,-20.0,1.0,59.0,-60.0,-58.0,17.0
173,2020-08-06,Ottawa Division,Ontario,-16.0,0.0,107.0,-59.0,-57.0,16.0
174,2020-08-07,Ottawa Division,Ontario,-26.0,-7.0,100.0,-57.0,-55.0,15.0
175,2020-08-08,Ottawa Division,Ontario,-23.0,-10.0,186.0,-38.0,0.0,1.0
176,2020-08-09,Ottawa Division,Ontario,-20.0,-6.0,83.0,-47.0,-1.0,1.0
177,2020-08-10,Ottawa Division,Ontario,-20.0,-6.0,55.0,-63.0,-59.0,17.0
178,2020-08-11,Ottawa Division,Ontario,-24.0,-8.0,33.0,-62.0,-58.0,18.0
179,2020-08-12,Ottawa Division,Ontario,-19.0,-3.0,89.0,-58.0,-57.0,16.0
180,2020-08-13,Ottawa Division,Ontario,-18.0,-3.0,91.0,-59.0,-57.0,16.0
181,2020-08-14,Ottawa Division,Ontario,-26.0,-6.0,104.0,-56.0,-55.0,15.0
182,2020-08-15,Ottawa Division,Ontario,-22.0,-9.0,212.0,-36.0,-1.0,0.0
183,2020-08-16,Ottawa Division,Ontario,-20.0,-10.0,94.0,-46.0,-1.0,0.0
184,2020-08-17,Ottawa Division,Ontario,-20.0,-7.0,40.0,-61.0,-60.0,17.0
185,2020-08-18,Ottawa Division,Ontario,-20.0,-6.0,63.0,-60.0,-57.0,17.0
186,2020-08-19,Ottawa Division,Ontario,-19.0,-4.0,76.0,-57.0,-56.0,16.0
187,2020-08-20,Ottawa Division,Ontario,-18.0,-2.0,38.0,-61.0,-57.0,16.0
188,2020-08-21,Ottawa Division,Ontario,-26.0,-6.0,72.0,-58.0,-54.0,15.0
189,2020-08-22,Ottawa Division,Ontario,-21.0,-9.0,,-36.0,0.0,0.0
190,2020-08-23,Ottawa Division,Ontario,-16.0,-3.0,,-44.0,2.0,0.0
191,2020-08-24,Ottawa Division,Ontario,-20.0,-5.0,49.0,-63.0,-59.0,16.0
192,2020-08-25,Ottawa Division,Ontario,-20.0,-5.0,59.0,-61.0,-57.0,16.0
193,2020-08-26,Ottawa Division,Ontario,-19.0,-3.0,69.0,-59.0,-56.0,15.0
194,2020-08-27,Ottawa Division,Ontario,-18.0,-4.0,18.0,-61.0,-57.0,17.0
195,2020-08-28,Ottawa Division,Ontario,-24.0,-7.0,91.0,-56.0,-53.0,14.0
196,2020-08-29,Ottawa Division,Ontario,-23.0,-8.0,15.0,-47.0,-8.0,5.0
197,2020-08-30,Ottawa Division,Ontario,-9.0,2.0,,-40.0,4.0,-1.0
198,2020-08-31,Ottawa Division,Ontario,-14.0,-2.0,91.0,-59.0,-58.0,14.0
199,2020-09-01,Ottawa Division,Ontario,-18.0,-4.0,47.0,-59.0,-57.0,16.0
200,2020-09-02,Ottawa Division,Ontario,-22.0,-6.0,8.0,-62.0,-57.0,17.0
201,2020-09-03,Ottawa Division,Ontario,-13.0,2.0,77.0,-56.0,-56.0,15.0
202,2020-09-04,Ottawa Division,Ontario,-22.0,-5.0,61.0,-54.0,-53.0,14.0
203,2020-09-05,Ottawa Division,Ontario,-18.0,-5.0,,-40.0,-4.0,1.0
204,2020-09-06,Ottawa Division,Ontario,-3.0,9.0,,-39.0,4.0,-2.0
205,2020-09-07,Ottawa Division,Ontario,-57.0,-55.0,29.0,-77.0,-84.0,21.0
206,2020-09-08,Ottawa Division,Ontario,-17.0,6.0,13.0,-58.0,-58.0,16.0
207,2020-09-09,Ottawa Division,Ontario,-24.0,-7.0,2.0,-61.0,-57.0,18.0
208,2020-09-10,Ottawa Division,Ontario,-18.0,-1.0,21.0,-58.0,-56.0,17.0
209,2020-09-11,Ottawa Division,Ontario,-24.0,-9.0,78.0,-53.0,-52.0,15.0
210,2020-09-12,Ottawa Division,Ontario,-15.0,-3.0,175.0,-36.0,0.0,2.0
211,2020-09-13,Ottawa Division,Ontario,-17.0,-3.0,37.0,-46.0,-2.0,4.0
212,2020-09-14,Ottawa Division,Ontario,-19.0,-6.0,57.0,-59.0,-55.0,16.0
213,2020-09-15,Ottawa Division,Ontario,-21.0,-8.0,24.0,-59.0,-53.0,17.0
214,2020-09-16,Ottawa Division,Ontario,-22.0,-9.0,58.0,-59.0,-54.0,16.0
215,2020-09-17,Ottawa Division,Ontario,-19.0,-4.0,42.0,-58.0,-54.0,17.0
216,2020-09-18,Ottawa Division,Ontario,-26.0,-11.0,42.0,-56.0,-50.0,16.0
217,2020-09-19,Ottawa Division,Ontario,-18.0,-4.0,113.0,-42.0,-1.0,3.0
218,2020-09-20,Ottawa Division,Ontario,-13.0,1.0,131.0,-46.0,3.0,1.0
219,2020-09-21,Ottawa Division,Ontario,-22.0,-8.0,51.0,-61.0,-57.0,16.0
220,2020-09-22,Ottawa Division,Ontario,-25.0,-8.0,32.0,-60.0,-54.0,17.0
221,2020-09-23,Ottawa Division,Ontario,-26.0,-9.0,41.0,-62.0,-53.0,17.0
222,2020-09-24,Ottawa Division,Ontario,-25.0,-7.0,9.0,-62.0,-53.0,18.0
223,2020-09-25,Ottawa Division,Ontario,-29.0,-10.0,39.0,-58.0,-49.0,16.0
224,2020-09-26,Ottawa Division,Ontario,-21.0,-6.0,131.0,-46.0,0.0,3.0
225,2020-09-27,Ottawa Division,Ontario,-17.0,-1.0,117.0,-47.0,4.0,1.0
226,2020-09-28,Ottawa Division,Ontario,-25.0,-8.0,47.0,-63.0,-55.0,17.0
227,2020-09-29,Ottawa Division,Ontario,-28.0,-9.0,-6.0,-64.0,-54.0,18.0
228,2020-09-30,Ottawa Division,Ontario,-27.0,-6.0,-14.0,-65.0,-54.0,19.0
229,2020-10-01,Ottawa Division,Ontario,-23.0,-2.0,9.0,-61.0,-52.0,18.0
230,2020-10-02,Ottawa Division,Ontario,-33.0,-12.0,-8.0,-62.0,-49.0,19.0
231,2020-10-03,Ottawa Division,Ontario,-22.0,-3.0,78.0,-47.0,-3.0,5.0
232,2020-10-04,Ottawa Division,Ontario,-20.0,0.0,50.0,-53.0,-1.0,4.0
233,2020-10-05,Ottawa Division,Ontario,-27.0,-7.0,6.0,-65.0,-56.0,18.0
234,2020-10-06,Ottawa Division,Ontario,-28.0,-6.0,-4.0,-64.0,-53.0,18.0
235,2020-10-07,Ottawa Division,Ontario,-32.0,-9.0,-26.0,-68.0,-53.0,19.0
236,2020-10-08,Ottawa Division,Ontario,-24.0,3.0,5.0,-61.0,-52.0,18.0
237,2020-10-09,Ottawa Division,Ontario,-29.0,0.0,19.0,-57.0,-50.0,17.0
238,2020-10-10,Ottawa Division,Ontario,-29.0,1.0,89.0,-49.0,-4.0,6.0
239,2020-10-11,Ottawa Division,Ontario,-27.0,4.0,96.0,-51.0,0.0,3.0
240,2020-10-12,Ottawa Division,Ontario,-70.0,-62.0,42.0,-81.0,-84.0,24.0
241,2020-10-13,Ottawa Division,Ontario,-34.0,-7.0,-28.0,-65.0,-55.0,20.0
242,2020-10-14,Ottawa Division,Ontario,-31.0,-6.0,23.0,-63.0,-53.0,19.0
243,2020-10-15,Ottawa Division,Ontario,-33.0,-9.0,-25.0,-64.0,-54.0,21.0
244,2020-10-16,Ottawa Division,Ontario,-35.0,-8.0,-3.0,-61.0,-50.0,20.0
245,2020-10-17,Ottawa Division,Ontario,-25.0,-2.0,107.0,-46.0,-7.0,6.0
246,2020-10-18,Ottawa Division,Ontario,-25.0,-1.0,55.0,-52.0,-6.0,6.0
247,2020-10-19,Ottawa Division,Ontario,-34.0,-12.0,-19.0,-66.0,-57.0,20.0
248,2020-10-20,Ottawa Division,Ontario,-31.0,-7.0,0.0,-63.0,-54.0,19.0
249,2020-10-21,Ottawa Division,Ontario,-36.0,-13.0,-25.0,-67.0,-54.0,21.0
250,2020-10-22,Ottawa Division,Ontario,-30.0,-4.0,0.0,-61.0,-53.0,19.0
251,2020-10-23,Ottawa Division,Ontario,-30.0,-8.0,76.0,-56.0,-48.0,17.0
252,2020-10-24,Ottawa Division,Ontario,-27.0,-1.0,38.0,-49.0,-8.0,7.0
253,2020-10-25,Ottawa Division,Ontario,-23.0,1.0,60.0,-51.0,-4.0,5.0
254,2020-10-26,Ottawa Division,Ontario,-35.0,-13.0,-31.0,-66.0,-56.0,20.0
255,2020-10-27,Ottawa Division,Ontario,-31.0,-5.0,-15.0,-63.0,-53.0,19.0
256,2020-10-28,Ottawa Division,Ontario,-31.0,-6.0,-9.0,-63.0,-52.0,19.0
257,2020-10-29,Ottawa Division,Ontario,-28.0,-2.0,-21.0,-63.0,-52.0,19.0
258,2020-10-30,Ottawa Division,Ontario,-32.0,-3.0,-2.0,-59.0,-48.0,19.0
259,2020-10-31,Ottawa Division,Ontario,-26.0,3.0,51.0,-47.0,-6.0,6.0
260,2020-11-01,Ottawa Division,Ontario,-29.0,-3.0,-21.0,-56.0,-9.0,6.0
261,2020-11-02,Ottawa Division,Ontario,-35.0,-12.0,-29.0,-67.0,-55.0,19.0
262,2020-11-03,Ottawa Division,Ontario,-36.0,-15.0,-36.0,-66.0,-53.0,20.0
263,2020-11-04,Ottawa Division,Ontario,-35.0,-12.0,-14.0,-67.0,-52.0,20.0
264,2020-11-05,Ottawa Division,Ontario,-29.0,-7.0,10.0,-62.0,-51.0,19.0
265,2020-11-06,Ottawa Division,Ontario,-33.0,-11.0,21.0,-59.0,-48.0,19.0
266,2020-11-07,Ottawa Division,Ontario,-20.0,-3.0,114.0,-47.0,-2.0,5.0
267,2020-11-08,Ottawa Division,Ontario,-15.0,1.0,143.0,-49.0,2.0,3.0
268,2020-11-09,Ottawa Division,Ontario,-27.0,-8.0,34.0,-64.0,-53.0,18.0
269,2020-11-10,Ottawa Division,Ontario,-25.0,-6.0,20.0,-60.0,-50.0,18.0
270,2020-11-11,Ottawa Division,Ontario,-26.0,-9.0,-2.0,-65.0,-56.0,20.0
271,2020-11-12,Ottawa Division,Ontario,-26.0,-3.0,-14.0,-62.0,-50.0,19.0
272,2020-11-13,Ottawa Division,Ontario,-30.0,-10.0,-12.0,-60.0,-48.0,20.0
273,2020-11-14,Ottawa Division,Ontario,-20.0,-1.0,37.0,-48.0,-4.0,6.0
274,2020-11-15,Ottawa Division,Ontario,-26.0,-8.0,-30.0,-56.0,-6.0,7.0
275,2020-11-16,Ottawa Division,Ontario,-31.0,-12.0,-24.0,-66.0,-54.0,19.0
276,2020-11-17,Ottawa Division,Ontario,-31.0,-12.0,-31.0,-65.0,-50.0,20.0
277,2020-11-18,Ottawa Division,Ontario,-32.0,-12.0,-30.0,-67.0,-51.0,20.0
278,2020-11-19,Ottawa Division,Ontario,-27.0,-6.0,-18.0,-64.0,-50.0,19.0
